CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,variant
23183,60,Male,47,22,1,19,Basic,Monthly,578,3,0,B
23184,37,Male,27,14,6,21,Basic,Monthly,998,26,1,B
23185,31,Male,34,20,1,21,Premium,Quarterly,975,24,0,A
23186,49,Male,21,21,2,0,Standard,Quarterly,384,9,0,B
23187,65,Female,24,1,10,14,Basic,Quarterly,705,10,1,A
23188,29,Male,41,29,5,10,Premium,Quarterly,264,19,0,B
23189,40,Male,38,12,4,1,Premium,Quarterly,306,22,0,B
23190,64,Female,3,28,10,15,Premium,Monthly,593,11,0,B
23191,29,Female,9,20,3,22,Premium,Quarterly,399,15,1,B
23192,22,Male,23,24,5,6,Premium,Monthly,683,14,0,B
23193,34,Male,3,26,0,8,Basic,Annual,196,28,0,A
23194,53,Male,36,3,3,26,Basic,Monthly,769,7,0,B
23195,42,Female,19,4,1,13,Basic,Annual,474,23,0,B
23196,61,Male,4,10,6,17,Standard,Annual,317,15,0,B
23197,46,Female,19,27,4,23,Standard,Annual,985,19,0,A
23198,58,Male,53,20,3,18,Premium,Annual,289,20,0,B
23199,46,Male,58,12,2,1,Premium,Monthly,948,21,0,A
23200,56,Male,34,8,1,26,Premium,Quarterly,156,23,0,A
23201,22,Male,46,7,6,11,Basic,Monthly,937,7,0,A
23202,31,Female,34,7,1,24,Standard,Annual,361,5,1,A
23203,38,Female,26,27,4,13,Basic,Annual,176,7,0,B
23204,33,Male,48,4,5,23,Standard,Quarterly,985,13,1,A
23205,55,Male,36,1,6,20,Premium,Monthly,942,25,1,A
23206,63,Female,13,29,5,18,Premium,Annual,827,5,0,B
23207,42,Female,49,20,7,23,Standard,Monthly,873,11,1,B
23208,64,Female,5,29,0,6,Standard,Annual,819,1,0,A
23209,22,Male,39,2,1,5,Basic,Monthly,441,27,0,A
23210,29,Male,14,30,10,26,Standard,Quarterly,818,17,0,B
23211,18,Male,24,28,0,22,Standard,Monthly,135,26,0,A
23212,44,Female,16,1,1,14,Premium,Quarterly,193,13,0,B
23213,60,Female,53,15,4,28,Premium,Quarterly,882,4,0,B
23214,65,Male,15,30,10,12,Standard,Quarterly,309,26,0,A
23215,46,Male,46,25,2,30,Standard,Quarterly,596,3,0,A
23216,40,Male,4,3,3,10,Basic,Monthly,105,7,1,A
23217,45,Male,10,25,4,23,Premium,Monthly,182,16,0,B
23218,22,Male,32,25,2,0,Standard,Quarterly,948,2,0,B
23219,46,Male,60,8,6,18,Premium,Quarterly,757,19,1,B
23220,50,Female,27,21,4,12,Standard,Monthly,444,26,0,A
23221,28,Female,42,17,0,16,Standard,Annual,301,29,0,B
23222,48,Female,44,12,3,28,Premium,Monthly,644,13,1,B
23223,59,Male,38,18,2,3,Basic,Annual,246,28,0,B
23224,46,Female,55,12,6,8,Standard,Quarterly,156,7,0,A
23225,30,Female,21,16,7,29,Premium,Annual,107,22,1,A
23226,47,Male,55,23,5,22,Premium,Quarterly,606,6,1,A
23227,34,Male,38,6,4,25,Premium,Quarterly,851,10,0,A
23228,51,Male,58,1,6,11,Basic,Monthly,421,2,1,B
23229,42,Male,53,16,10,14,Basic,Annual,200,26,0,B
23230,39,Female,37,15,1,11,Basic,Monthly,559,14,0,B
23231,40,Male,13,27,0,20,Standard,Monthly,742,18,0,B
23232,51,Male,2,27,0,21,Standard,Monthly,347,2,0,B
23233,52,Male,44,23,1,14,Basic,Quarterly,349,14,0,B
23234,37,Male,54,17,2,13,Standard,Annual,213,22,0,A
23235,23,Male,41,28,3,25,Basic,Quarterly,849,8,0,B
23236,23,Male,14,29,9,20,Basic,Annual,332,9,0,B
23237,54,Male,56,12,2,2,Standard,Annual,916,17,0,A
23238,18,Female,11,21,2,23,Standard,Quarterly,746,7,0,B
23239,25,Female,47,1,5,10,Standard,Monthly,135,26,0,B
23240,47,Female,55,21,4,27,Standard,Quarterly,880,27,0,A
23241,54,Male,2,4,6,6,Basic,Annual,726,6,1,A
23242,27,Female,25,17,10,23,Basic,Monthly,625,13,1,B
23243,26,Male,24,26,5,22,Premium,Annual,771,20,1,B
23244,58,Female,24,22,7,7,Basic,Annual,558,3,0,A
23245,63,Male,48,12,3,0,Premium,Annual,298,10,0,B
23246,44,Female,57,22,7,0,Standard,Quarterly,885,13,0,A
23247,56,Female,38,27,4,24,Standard,Annual,607,24,0,A
23248,43,Male,45,29,1,3,Standard,Monthly,649,9,0,A
23249,28,Female,46,21,3,24,Premium,Annual,736,10,0,A
23250,43,Male,35,9,9,16,Standard,Annual,213,14,1,B
23251,52,Female,42,27,7,28,Premium,Quarterly,819,24,1,A
23252,18,Female,25,25,0,21,Premium,Annual,861,20,0,B
23253,49,Male,46,13,3,16,Basic,Annual,572,14,0,B
23254,40,Male,10,21,1,0,Standard,Monthly,100,20,0,A
23255,35,Male,50,9,1,19,Basic,Annual,260,20,0,A
23256,22,Male,54,22,3,5,Standard,Monthly,947,13,0,A
23257,30,Female,7,16,4,2,Standard,Quarterly,226,13,0,B
23258,46,Male,42,17,2,14,Basic,Monthly,817,5,0,A
23259,65,Female,58,17,6,20,Premium,Quarterly,126,26,1,A
23260,19,Female,31,1,7,0,Basic,Quarterly,346,11,0,A
23261,23,Male,34,16,6,5,Basic,Monthly,425,24,0,B
23262,64,Female,40,2,5,25,Premium,Annual,237,30,1,B
23263,21,Female,3,18,5,28,Premium,Quarterly,105,20,1,A
23264,40,Male,47,9,1,28,Standard,Quarterly,533,1,0,A
23265,45,Female,18,12,4,28,Standard,Quarterly,217,11,1,B
23266,64,Female,46,10,9,0,Standard,Quarterly,517,24,0,A
23267,31,Male,8,26,6,17,Premium,Monthly,516,4,0,B
23268,56,Female,24,7,3,22,Standard,Monthly,877,20,1,B
23269,24,Female,36,3,6,14,Premium,Monthly,923,19,0,A
23270,39,Female,58,8,7,13,Standard,Monthly,278,20,0,B
23271,27,Female,27,8,10,3,Standard,Monthly,744,29,0,A
23272,35,Male,48,2,6,12,Standard,Monthly,448,2,0,A
23273,30,Female,47,1,0,29,Premium,Monthly,153,9,1,B
23274,55,Male,25,7,6,4,Basic,Annual,928,12,0,B
23275,58,Female,57,17,10,18,Standard,Monthly,500,2,1,B
23276,19,Male,31,7,10,26,Standard,Annual,854,9,1,A
23277,28,Male,26,29,1,24,Standard,Quarterly,456,19,0,A
23278,45,Female,49,21,4,3,Standard,Annual,770,23,0,A
23279,57,Male,16,19,4,27,Premium,Monthly,900,6,0,A
23280,27,Female,32,1,5,7,Standard,Quarterly,200,1,0,B
23281,21,Male,42,13,5,30,Standard,Annual,769,12,1,A
23282,39,Male,12,28,0,10,Standard,Quarterly,430,8,0,B
23283,47,Male,27,22,2,24,Premium,Annual,260,1,0,B
23284,65,Male,15,17,6,3,Premium,Annual,465,18,0,A
23285,36,Male,44,3,1,6,Basic,Annual,999,13,0,A
23286,27,Female,12,9,3,30,Standard,Annual,194,9,1,A
23287,39,Male,56,4,1,26,Basic,Quarterly,936,27,0,B
23288,35,Male,12,28,6,11,Premium,Quarterly,532,10,0,B
23289,22,Female,21,17,8,25,Basic,Quarterly,573,6,0,B
23290,48,Female,19,10,0,26,Premium,Quarterly,179,18,1,A
23291,31,Male,57,29,2,26,Standard,Quarterly,605,7,0,A
23292,43,Female,50,11,4,25,Basic,Annual,851,20,0,A
23293,31,Male,29,30,6,30,Basic,Monthly,219,23,1,A
23294,52,Female,25,21,2,14,Standard,Annual,246,9,0,A
23295,58,Male,42,20,0,16,Standard,Monthly,246,15,0,A
23296,62,Female,15,27,0,9,Premium,Monthly,944,25,0,B
23297,49,Female,11,1,4,9,Premium,Annual,494,12,1,B
23298,37,Male,56,4,9,22,Premium,Annual,773,24,1,B
23299,23,Female,35,12,8,11,Basic,Monthly,779,28,0,B
23300,30,Male,55,19,9,10,Standard,Monthly,817,16,0,B
23301,47,Female,53,3,3,13,Premium,Monthly,300,26,0,B
23302,58,Female,59,18,8,3,Standard,Annual,200,26,0,B
23303,63,Female,12,27,5,5,Standard,Annual,546,7,0,A
23304,27,Female,30,27,10,0,Premium,Quarterly,623,11,0,B
23305,21,Female,43,8,10,4,Premium,Annual,487,17,0,A
23306,46,Female,19,26,0,22,Standard,Quarterly,843,27,0,A
23307,47,Female,13,20,10,30,Basic,Quarterly,231,21,1,A
23308,31,Male,45,29,8,2,Standard,Annual,931,9,0,A
23309,62,Male,34,4,3,23,Premium,Quarterly,692,30,0,B
23310,21,Male,40,16,5,8,Premium,Monthly,574,24,0,A
23311,42,Male,13,29,1,12,Basic,Annual,691,4,0,B
23312,60,Female,56,12,0,25,Premium,Quarterly,177,5,1,B
23313,26,Male,2,9,7,18,Basic,Monthly,634,9,0,A
23314,22,Female,60,20,3,26,Premium,Monthly,919,2,1,A
23315,39,Female,47,20,7,16,Standard,Monthly,278,25,1,A
23316,34,Female,5,28,9,17,Basic,Quarterly,699,13,0,B
23317,45,Male,35,16,7,22,Basic,Annual,667,14,1,B
23318,33,Male,2,11,2,5,Premium,Monthly,778,30,0,A
23319,48,Male,39,10,3,19,Basic,Quarterly,452,25,0,B
23320,25,Female,12,2,1,30,Standard,Quarterly,131,10,1,B
23321,62,Female,28,18,6,30,Standard,Quarterly,846,3,1,A
23322,47,Male,56,30,7,16,Standard,Monthly,648,24,1,A
23323,47,Male,20,12,8,6,Premium,Monthly,857,6,0,B
23324,40,Male,35,5,5,17,Standard,Monthly,493,8,1,B
23325,23,Male,47,3,5,20,Basic,Monthly,322,12,1,B
23326,27,Male,55,11,3,26,Basic,Annual,604,19,0,B
23327,28,Male,43,26,7,25,Premium,Annual,865,12,1,B
23328,39,Female,37,17,3,5,Basic,Annual,307,15,0,B
23329,64,Male,13,24,6,21,Standard,Quarterly,318,14,0,B
23330,39,Female,21,3,5,7,Basic,Monthly,406,22,0,B
23331,63,Female,38,7,3,22,Basic,Annual,643,23,0,B
23332,45,Female,15,21,6,24,Premium,Annual,495,13,1,A
23333,58,Male,35,26,1,19,Basic,Annual,168,8,0,B
23334,28,Female,51,14,0,7,Standard,Quarterly,557,9,0,B
23335,54,Female,4,19,7,20,Standard,Quarterly,400,17,0,B
23336,23,Female,22,1,9,21,Basic,Annual,101,22,1,B
23337,42,Male,49,29,2,11,Premium,Monthly,602,2,0,B
23338,57,Female,7,25,2,22,Standard,Quarterly,916,19,0,B
23339,54,Male,24,29,8,2,Standard,Annual,518,22,0,B
23340,59,Male,17,18,0,0,Standard,Annual,335,25,0,B
23341,54,Male,23,6,8,0,Standard,Quarterly,228,30,0,B
23342,53,Male,48,23,7,25,Basic,Monthly,909,14,1,A
23343,65,Male,42,30,4,4,Standard,Quarterly,586,2,0,B
23344,30,Male,35,19,5,19,Premium,Monthly,424,20,1,B
23345,39,Female,30,12,4,29,Premium,Quarterly,375,20,1,A
23346,28,Male,7,13,2,27,Premium,Monthly,493,6,0,A
23347,36,Male,1,26,7,20,Premium,Annual,186,25,0,B
23348,64,Male,2,9,10,20,Premium,Annual,820,10,0,B
23349,20,Male,37,9,8,17,Standard,Annual,338,30,1,B
23350,21,Male,43,10,8,24,Standard,Annual,559,26,1,A
23351,28,Female,11,10,0,9,Basic,Monthly,111,17,0,B
23352,58,Female,28,26,4,2,Premium,Annual,738,22,0,A
23353,64,Female,26,30,9,19,Premium,Monthly,209,27,1,A
23354,41,Male,43,14,8,21,Standard,Annual,470,22,1,A
23355,43,Male,30,21,0,20,Standard,Quarterly,710,24,0,B
23356,29,Male,54,1,1,19,Standard,Quarterly,330,18,0,B
23357,39,Male,23,11,1,10,Premium,Quarterly,295,13,0,A
23358,35,Male,40,1,1,21,Premium,Monthly,430,13,0,B
23359,39,Female,23,27,2,9,Standard,Monthly,110,18,0,B
23360,37,Female,44,1,0,13,Basic,Quarterly,410,4,0,A
23361,30,Female,40,19,0,3,Basic,Monthly,924,16,0,A
23362,47,Male,37,7,0,22,Standard,Monthly,603,19,0,B
23363,61,Male,17,19,3,19,Standard,Monthly,623,23,0,A
23364,52,Female,26,20,5,13,Basic,Quarterly,537,17,0,B
23365,57,Male,52,2,7,30,Basic,Monthly,885,22,1,B
23366,23,Female,34,1,1,2,Standard,Annual,950,1,0,B
23367,38,Female,13,12,7,27,Standard,Annual,249,11,1,A
23368,57,Male,18,14,6,2,Standard,Monthly,298,27,0,A
23369,26,Female,14,10,4,11,Standard,Monthly,140,6,0,A
23370,26,Male,13,21,5,20,Basic,Monthly,762,27,0,B
23371,34,Male,45,30,9,13,Standard,Annual,885,15,0,B
23372,64,Male,21,10,2,29,Standard,Annual,173,13,0,B
23373,38,Female,51,13,0,7,Basic,Monthly,168,17,0,B
23374,29,Female,24,15,9,2,Standard,Quarterly,463,25,0,A
23375,50,Female,21,2,6,10,Premium,Annual,927,27,0,B
23376,63,Male,17,29,10,12,Standard,Monthly,885,8,0,A
23377,53,Male,17,12,5,7,Basic,Monthly,396,27,0,A
23378,29,Female,45,24,6,5,Standard,Annual,743,3,0,B
23379,46,Male,22,25,6,17,Basic,Quarterly,110,8,0,A
23380,19,Female,18,10,1,1,Basic,Annual,496,13,0,A
23381,51,Male,8,19,7,2,Standard,Monthly,778,16,0,A
23382,24,Female,5,9,6,7,Standard,Annual,552,8,0,A
23383,28,Female,32,24,0,8,Premium,Annual,290,2,0,A
23384,35,Female,53,25,3,14,Basic,Monthly,772,19,0,B
23385,59,Male,12,12,3,5,Premium,Monthly,437,18,0,A
23386,56,Male,19,10,9,13,Basic,Quarterly,574,1,0,A
23387,48,Female,52,21,4,5,Basic,Annual,669,3,0,A
23388,44,Female,15,17,10,9,Premium,Annual,799,15,0,A
23389,18,Male,27,29,2,6,Standard,Annual,566,16,0,A
23390,57,Female,19,24,6,0,Basic,Monthly,998,5,0,A
23391,33,Female,32,21,1,5,Premium,Annual,339,15,0,A
23392,23,Female,23,12,5,18,Premium,Quarterly,439,1,0,B
23393,44,Male,56,11,3,22,Standard,Annual,179,5,0,A
23394,42,Male,40,6,4,23,Basic,Quarterly,466,17,0,B
23395,43,Female,18,27,4,15,Basic,Annual,825,24,0,B
23396,28,Female,1,4,0,18,Standard,Annual,901,9,0,B
23397,21,Male,53,28,4,18,Standard,Monthly,380,8,0,B
23398,22,Male,54,28,5,28,Basic,Monthly,601,12,1,A
23399,41,Female,59,22,10,6,Basic,Monthly,955,2,0,B
23400,37,Male,51,20,5,19,Premium,Annual,871,11,1,B
23401,39,Male,4,15,10,21,Basic,Annual,278,27,0,B
23402,46,Female,13,28,0,27,Premium,Annual,224,28,1,A
23403,21,Female,41,13,0,22,Standard,Monthly,275,10,1,A
23404,36,Male,52,2,6,23,Premium,Annual,895,27,1,A
23405,46,Male,51,7,10,7,Standard,Quarterly,513,22,0,A
23406,26,Female,3,22,10,15,Basic,Quarterly,996,3,0,B
23407,52,Female,57,7,9,4,Basic,Quarterly,713,8,0,A
23408,37,Female,54,11,9,5,Basic,Quarterly,137,27,0,B
23409,23,Male,33,6,6,19,Standard,Annual,935,10,1,B
23410,44,Female,7,1,4,7,Basic,Quarterly,372,1,0,B
23411,46,Female,56,12,2,13,Basic,Annual,450,25,0,A
23412,50,Male,20,29,2,28,Basic,Quarterly,574,9,0,B
23413,50,Male,46,7,5,7,Premium,Quarterly,864,18,0,A
23414,22,Male,15,4,6,27,Standard,Annual,228,17,0,B
23415,60,Female,31,14,1,25,Premium,Annual,455,29,1,B
23416,52,Female,36,2,6,14,Premium,Quarterly,918,22,1,A
23417,37,Female,43,22,3,19,Standard,Monthly,427,8,0,A
23418,28,Female,53,28,6,5,Premium,Monthly,468,18,0,B
23419,28,Male,11,23,4,27,Standard,Quarterly,864,12,0,B
23420,40,Female,21,18,0,21,Premium,Annual,354,10,1,B
23421,49,Female,28,18,2,20,Standard,Monthly,495,12,0,B
23422,48,Female,37,22,10,23,Basic,Annual,620,30,1,B
23423,38,Male,54,11,1,28,Basic,Quarterly,734,1,0,A
23424,63,Male,57,2,3,22,Standard,Monthly,472,3,0,A
23425,52,Male,13,29,3,30,Standard,Quarterly,743,29,0,B
23426,49,Male,43,8,2,19,Basic,Quarterly,304,18,0,A
23427,54,Female,52,22,1,28,Premium,Annual,671,7,0,B
23428,30,Female,49,5,3,22,Basic,Annual,915,9,0,A
23429,52,Male,18,6,7,23,Premium,Annual,448,8,0,B
23430,31,Male,28,25,6,6,Standard,Quarterly,940,11,0,A
23431,56,Female,22,17,7,22,Basic,Quarterly,698,7,0,B
23432,22,Male,10,16,0,20,Premium,Annual,895,3,0,A
23433,26,Male,29,29,7,15,Standard,Quarterly,577,16,0,A
23434,41,Female,18,9,1,27,Standard,Annual,971,17,0,A
23435,44,Female,38,24,4,30,Standard,Annual,734,25,0,B
23436,37,Male,59,16,5,16,Premium,Monthly,607,19,1,B
23437,27,Male,29,11,0,30,Standard,Quarterly,494,24,0,A
23438,35,Male,22,22,3,8,Basic,Monthly,540,19,0,B
23439,48,Female,31,5,9,13,Premium,Quarterly,814,25,0,B
23440,51,Male,23,21,2,2,Premium,Annual,252,17,0,B
23441,45,Male,53,6,2,1,Premium,Quarterly,130,29,0,B
23442,36,Male,33,4,1,3,Standard,Monthly,298,20,0,B
23443,64,Male,20,16,0,10,Basic,Monthly,234,16,0,B
23444,64,Female,55,6,0,17,Standard,Annual,114,22,0,A
23445,48,Female,40,6,6,1,Standard,Quarterly,785,9,0,B
23446,51,Male,6,22,9,10,Basic,Annual,252,19,0,A
23447,61,Female,60,21,3,19,Standard,Annual,693,30,0,B
23448,27,Male,34,20,1,17,Premium,Monthly,735,17,0,B
23449,23,Male,19,17,7,17,Premium,Monthly,944,20,0,A
23450,56,Female,28,10,8,10,Premium,Quarterly,568,25,0,B
23451,51,Female,58,8,2,17,Basic,Monthly,146,19,0,A
23452,64,Male,16,7,7,8,Basic,Annual,912,7,0,A
23453,32,Female,11,8,1,15,Premium,Annual,784,2,0,B
23454,49,Female,14,2,6,24,Premium,Monthly,150,19,1,A
23455,27,Female,7,10,5,0,Standard,Monthly,558,26,0,A
23456,25,Female,10,11,10,20,Premium,Monthly,528,20,0,B
23457,59,Male,29,12,2,3,Basic,Monthly,216,9,0,A
23458,65,Female,17,7,4,21,Premium,Monthly,882,23,1,B
23459,49,Male,31,14,4,18,Basic,Quarterly,396,19,0,A
23460,29,Female,21,21,1,5,Premium,Quarterly,733,13,0,B
23461,46,Female,26,10,2,5,Standard,Quarterly,465,19,0,B
23462,29,Male,58,20,10,30,Premium,Monthly,380,5,1,B
23463,51,Female,4,21,4,21,Standard,Annual,432,29,1,A
23464,44,Female,40,27,0,15,Premium,Quarterly,519,1,0,A
23465,23,Female,45,25,7,17,Standard,Annual,198,28,1,B
23466,21,Female,39,30,5,20,Standard,Monthly,321,29,1,A
23467,32,Male,35,29,6,23,Standard,Annual,674,17,1,A
23468,25,Female,12,22,5,23,Standard,Monthly,415,11,1,A
23469,51,Female,46,2,0,16,Premium,Quarterly,813,11,0,A
23470,65,Male,49,9,2,27,Basic,Quarterly,375,5,0,A
23471,36,Female,39,11,2,17,Standard,Annual,442,11,0,B
23472,20,Female,56,4,8,14,Premium,Monthly,765,10,0,B
23473,36,Male,56,2,4,3,Basic,Quarterly,294,12,0,A
23474,47,Female,51,20,10,12,Premium,Annual,178,10,0,B
23475,61,Male,42,2,4,28,Premium,Quarterly,726,22,1,B
23476,48,Female,10,5,3,0,Premium,Quarterly,739,11,0,A
23477,20,Female,36,11,6,5,Premium,Quarterly,564,8,0,B
23478,52,Male,33,10,7,14,Basic,Quarterly,305,30,0,B
23479,34,Male,24,23,6,6,Premium,Quarterly,156,3,0,A
23480,48,Male,13,2,0,16,Premium,Monthly,724,5,0,A
23481,45,Male,43,1,5,22,Basic,Monthly,303,11,1,B
23482,57,Male,35,1,1,30,Premium,Annual,872,29,0,B
23483,47,Male,8,14,10,24,Premium,Quarterly,195,3,0,B
23484,36,Female,40,4,5,11,Basic,Annual,979,26,0,A
23485,61,Female,38,26,1,19,Basic,Annual,558,12,0,B
23486,20,Male,8,6,7,12,Standard,Annual,803,6,0,B
23487,31,Male,27,11,10,27,Basic,Monthly,246,17,1,A
23488,53,Female,43,16,2,22,Basic,Annual,987,8,0,A
23489,19,Female,24,14,2,15,Premium,Quarterly,917,26,0,A
23490,62,Female,12,22,1,14,Basic,Quarterly,970,26,0,B
23491,54,Male,28,9,6,25,Standard,Monthly,895,14,1,A
23492,36,Female,60,22,3,23,Premium,Quarterly,847,12,0,B
23493,20,Male,17,28,8,3,Standard,Monthly,630,12,0,A
23494,39,Female,44,24,0,17,Standard,Quarterly,332,24,0,A
23495,56,Male,5,1,5,23,Standard,Annual,218,28,1,A
23496,39,Female,29,14,10,21,Premium,Quarterly,682,16,1,A
23497,22,Female,31,20,2,16,Basic,Annual,413,29,0,A
23498,30,Male,47,17,4,27,Standard,Monthly,712,22,0,A
23499,46,Male,39,18,10,16,Basic,Monthly,146,27,1,A
23500,36,Female,27,3,8,30,Standard,Quarterly,527,3,1,B
23501,58,Male,7,12,10,27,Basic,Monthly,822,6,0,B
23502,21,Male,41,11,7,5,Standard,Annual,847,4,0,B
23503,63,Male,28,15,4,3,Standard,Annual,710,2,0,B
23504,20,Female,5,14,4,5,Premium,Quarterly,182,16,0,A
23505,55,Male,44,7,1,30,Basic,Annual,947,17,0,B
23506,52,Female,52,8,4,28,Premium,Monthly,965,22,1,B
23507,38,Female,58,29,0,8,Basic,Quarterly,961,4,0,B
23508,45,Female,34,12,3,29,Premium,Annual,392,25,1,B
23509,21,Male,55,15,9,18,Basic,Annual,841,22,1,B
23510,53,Female,5,27,4,30,Premium,Annual,832,10,0,B
23511,59,Female,54,8,4,24,Standard,Monthly,314,15,1,B
23512,27,Male,24,25,1,8,Basic,Quarterly,435,19,0,A
23513,39,Female,43,22,5,24,Basic,Annual,125,23,1,A
23514,34,Male,39,30,9,12,Basic,Monthly,723,8,0,A
23515,35,Female,9,23,8,12,Premium,Monthly,757,23,0,B
23516,31,Female,16,24,7,7,Basic,Quarterly,600,5,0,B
23517,35,Male,10,29,2,14,Standard,Annual,648,14,0,A
23518,27,Male,19,19,6,19,Premium,Quarterly,244,22,0,B
23519,43,Female,12,2,10,25,Standard,Monthly,838,14,1,A
23520,18,Female,48,16,2,7,Basic,Annual,107,19,0,A
23521,64,Male,10,6,10,19,Standard,Monthly,841,11,0,B
23522,31,Male,58,3,0,1,Standard,Monthly,155,11,0,B
23523,50,Male,39,14,3,12,Standard,Monthly,151,29,0,A
23524,21,Male,57,4,1,13,Premium,Quarterly,208,29,0,B
23525,51,Female,22,10,1,22,Standard,Monthly,735,3,1,A
23526,65,Male,25,13,3,0,Standard,Annual,657,6,0,B
23527,41,Male,17,16,7,27,Standard,Quarterly,249,20,0,B
23528,25,Female,2,3,6,5,Basic,Monthly,226,16,1,A
23529,30,Male,50,9,4,23,Basic,Quarterly,215,9,0,B
23530,43,Female,12,12,6,30,Premium,Monthly,343,17,1,A
23531,26,Female,12,10,4,12,Standard,Quarterly,905,29,0,B
23532,62,Female,17,12,4,26,Basic,Annual,888,5,0,A
23533,32,Male,3,29,7,2,Basic,Quarterly,759,2,0,B
23534,44,Female,43,12,10,17,Premium,Annual,578,13,1,A
23535,47,Male,16,20,5,10,Standard,Quarterly,633,13,0,B
23536,53,Male,28,26,7,10,Basic,Annual,377,26,0,B
23537,64,Female,12,3,0,8,Premium,Monthly,884,15,0,A
23538,25,Male,13,29,0,30,Premium,Monthly,700,24,0,A
23539,61,Female,25,14,2,2,Premium,Monthly,427,13,0,B
23540,40,Male,11,24,1,16,Premium,Monthly,128,13,0,A
23541,19,Female,38,14,2,1,Premium,Annual,706,14,0,A
23542,50,Male,41,14,0,0,Basic,Annual,179,19,0,A
23543,41,Male,38,21,6,28,Standard,Annual,641,20,1,B
23544,36,Male,33,4,10,15,Premium,Annual,950,2,0,B
23545,32,Male,15,14,6,11,Basic,Quarterly,649,24,0,A
23546,45,Male,54,19,1,23,Premium,Quarterly,908,19,0,A
23547,21,Female,38,19,6,27,Standard,Annual,586,30,1,A
23548,36,Female,37,14,0,8,Premium,Annual,422,23,0,B
23549,19,Male,26,8,7,6,Premium,Annual,368,12,0,A
23550,44,Male,41,21,4,12,Standard,Monthly,555,26,0,B
23551,46,Male,3,22,1,12,Standard,Monthly,396,11,0,B
23552,54,Female,38,29,1,19,Basic,Monthly,404,8,0,B
23553,57,Female,51,19,4,6,Premium,Quarterly,216,14,0,B
23554,61,Male,55,26,6,6,Standard,Annual,859,15,0,A
23555,46,Male,52,4,4,30,Standard,Quarterly,354,2,0,B
23556,49,Female,10,20,0,27,Basic,Quarterly,395,8,1,B
23557,47,Male,37,27,8,26,Basic,Annual,489,23,1,B
23558,40,Female,9,24,2,25,Premium,Annual,975,28,0,B
23559,63,Male,37,16,5,0,Premium,Monthly,537,18,0,A
23560,65,Male,38,16,3,8,Premium,Monthly,649,28,0,B
23561,29,Female,43,9,1,29,Premium,Annual,144,25,1,A
23562,49,Female,16,30,4,16,Standard,Annual,798,30,0,A
23563,32,Female,21,18,2,11,Standard,Annual,669,2,0,A
23564,55,Female,38,28,8,5,Basic,Quarterly,639,13,0,B
23565,51,Female,12,21,1,23,Standard,Quarterly,342,28,1,A
23566,58,Male,36,6,8,16,Standard,Quarterly,464,16,1,A
23567,48,Female,36,6,3,14,Standard,Annual,652,26,0,A
23568,26,Female,42,30,8,0,Basic,Monthly,788,11,0,A
23569,45,Male,57,28,3,18,Premium,Monthly,543,12,0,B
23570,45,Male,41,7,8,0,Premium,Monthly,992,29,0,A
23571,51,Female,17,30,6,1,Basic,Annual,741,1,0,B
23572,38,Female,32,5,1,25,Premium,Monthly,596,11,1,A
23573,41,Male,50,14,1,8,Standard,Monthly,912,15,0,A
23574,19,Male,52,25,3,13,Basic,Monthly,774,12,0,B
23575,19,Female,36,17,9,9,Standard,Annual,282,11,0,B
23576,24,Male,49,12,3,15,Basic,Monthly,759,27,0,A
23577,22,Male,46,13,7,22,Basic,Quarterly,458,4,1,B
23578,26,Female,21,11,1,9,Standard,Quarterly,847,9,0,A
23579,47,Female,7,8,4,3,Premium,Monthly,255,26,0,B
23580,50,Female,58,23,2,10,Standard,Quarterly,358,1,0,B
23581,55,Male,45,13,9,20,Standard,Annual,569,8,1,A
23582,22,Female,39,14,5,4,Premium,Annual,866,22,0,B
23583,22,Female,51,5,1,5,Standard,Monthly,222,1,0,B
23584,34,Female,59,16,1,19,Standard,Annual,865,1,0,B
23585,41,Male,35,9,9,1,Basic,Annual,269,7,0,B
23586,27,Male,32,18,4,23,Premium,Quarterly,748,3,0,A
23587,47,Male,55,7,6,27,Premium,Monthly,717,23,1,A
23588,24,Male,38,1,7,10,Standard,Monthly,836,6,0,B
23589,19,Male,15,25,8,18,Premium,Quarterly,412,5,0,A
23590,30,Male,50,10,7,6,Premium,Annual,968,30,0,B
23591,29,Female,22,7,4,27,Basic,Quarterly,280,12,1,B
23592,26,Male,46,12,6,2,Standard,Annual,907,27,0,A
23593,45,Female,18,2,10,5,Standard,Monthly,210,20,0,A
23594,62,Female,8,29,7,24,Standard,Annual,905,17,0,A
23595,34,Female,56,3,0,0,Standard,Quarterly,497,11,0,A
23596,24,Female,28,11,2,29,Premium,Annual,952,15,0,A
23597,55,Female,33,15,1,3,Standard,Quarterly,810,30,0,B
23598,39,Male,25,28,9,22,Basic,Quarterly,609,18,1,B
23599,60,Female,31,13,2,30,Premium,Monthly,767,22,1,A
23600,58,Male,5,20,4,20,Premium,Quarterly,790,17,0,A
23601,59,Male,54,4,9,21,Standard,Monthly,876,5,1,B
23602,24,Female,10,3,2,18,Standard,Monthly,886,13,0,B
23603,27,Male,51,3,3,5,Premium,Annual,702,17,0,A
23604,36,Female,46,6,3,30,Standard,Annual,750,24,0,B
